tomo_set,sub_group_type,idd,clustersubgroup,PC1-axis,PC2-axis,PC3-axis,eccentricity,numPar
dropM_1,dropM,1,0,3726.3323598327047,3083.1000546398427,968.9647249336781,0.7399682499128499,1250
dropM_1,dropM,1,1,4873.567259805142,3487.7526089232356,1274.8020467406982,0.7384252686415846,63
dropM_2,dropM,2,0,4665.235451825854,3651.2030503291385,928.3976066699124,0.8009966235880847,2055
dropM_2,dropM,2,1,5711.716088804671,5425.363507785523,1006.0404553089843,0.823863714570672,74
dropM_3,dropM,3,0,4599.011425468661,4641.763388308267,658.740888393397,0.8567646766986955,1856
dropM_3,dropM,3,1,600.8305887933818,361.5238309331619,288.9788936656602,0.5190343183991312,15
dropM_3,dropM,3,2,7461.697351098194,6959.078111376498,879.4167982321119,0.8821425264450479,132
dropM_4,dropM,4,0,4920.725917232559,3815.061285978045,944.63011648407,0.8080303328466352,2108
dropM_4,dropM,4,1,6048.347856110959,5695.777947725735,1335.6117261732957,0.7791774286222877,81
dropH1_1,dropH1,1,0,4547.260431720528,4085.974753317192,1225.5689452023066,0.7304819102391737,3212
dropH1_1,dropH1,1,1,678.0797957345676,446.10960479478734,269.9332024370106,0.601915284698034,26
dropH1_1,dropH1,1,2,620.130261364281,427.2552877966443,231.13153698235783,0.6272855053487141,24
dropH1_1,dropH1,1,3,6541.0639032998915,6033.651802006321,1168.992681578023,0.8212840145181459,68
dropH1_2,dropH1,2,0,2496.949980252636,1715.5334370585597,843.7445605296382,0.6620899228248578,789
dropH1_2,dropH1,2,1,469.73089408895294,266.5127022420026,154.962967595446,0.6701026703896111,15
dropH1_2,dropH1,2,2,665.8961254560529,394.34346227430706,156.55440041625832,0.7648966641620887,22
dropH1_2,dropH1,2,3,1241.441725872458,492.90903589614004,273.7750651176534,0.7794700633851739,48
dropH1_2,dropH1,2,4,409.0448646657894,258.49405922215203,178.03473352430672,0.5647549965704368,13
dropH1_2,dropH1,2,5,7125.329848722518,4536.046799306174,318.67823015721024,0.9552753013652631,87
dropH1_3,dropH1,3,0,4164.388315831036,4405.424479343757,1124.0220755982427,0.7300871123556749,2576
dropH1_3,dropH1,3,1,2339.5177335358535,578.6116971103173,200.96973854638927,0.9140977921793089,11
dropH1_4,dropH1,4,0,2352.1367941430017,2281.0015718537124,1227.9381340057305,0.4779478229908273,1117
dropH1_4,dropH1,4,1,766.2234609885497,415.64944872146464,354.7645340697229,0.5369959912059852,29
dropH1_4,dropH1,4,2,623.3129323606013,526.5965084653706,211.77141271960426,0.6602486460250603,23
dropH1_4,dropH1,4,3,487.7993758178244,240.00799965361563,173.66058726735332,0.6439917804810613,16
dropH1_4,dropH1,4,4,510.4542134897774,245.565424109846,153.64810485629397,0.698997283603829,17
dropH1_4,dropH1,4,5,426.1892778878936,309.58030521527064,184.65669304314738,0.5667260941939507,15
dropH1_4,dropH1,4,6,5603.282768645079,5484.754672013867,289.1241818292332,0.9484009296394753,99
dropH1_5,dropH1,5,0,4827.274145908213,4273.789157246332,1272.9687757380577,0.7362965646322208,2575
dropH1_5,dropH1,5,1,5321.766275497857,4264.897392933881,1077.7104031004903,0.7974900912010328,42
dropH1_6,dropH1,6,0,2121.151409785798,1633.9982108517368,1325.9720060514592,0.37488101983942723,819
dropH1_6,dropH1,6,1,441.3062442783772,248.87592547067302,268.639523936061,0.39126280804084335,17
dropH1_6,dropH1,6,2,620.5050316030506,277.5347175566602,251.70577395731,0.5943533716285299,31
dropH1_6,dropH1,6,3,573.6054497557017,398.347722202637,258.77128944522406,0.5488688443329215,29
dropH1_6,dropH1,6,4,882.093694144261,393.8654835585662,185.49001505820024,0.7897161987557928,32
dropH1_6,dropH1,6,5,623.935983021252,421.96902430086357,294.4866147326528,0.5280179012810322,20
dropH1_6,dropH1,6,6,220.7177948824241,193.2304041931713,181.76594133749938,0.1764780839971435,12
dropH1_6,dropH1,6,7,5497.707666269184,5018.9862518688415,336.149735262536,0.9388563823927998,120
SP3_1,SP3,1,0,1806.7989215472135,1165.5920078580818,336.81332746130215,0.8135856052134018,189
SP3_1,SP3,1,1,1778.1724040038748,1294.0973004091393,313.26300200311084,0.8238286674015731,174
SP3_1,SP3,1,2,3783.0074717049483,1512.4328899961224,443.56270675663296,0.8827486569682281,408
SP3_1,SP3,1,3,807.4118262520119,526.3378549929305,241.28707677522883,0.7011598431803034,56
SP3_1,SP3,1,4,342.8539026443969,282.26717118928116,161.43174186803574,0.5291529697549617,16
SP3_1,SP3,1,5,2305.613888554577,1345.128848280735,281.5831466552645,0.8778706408505402,268
SP3_1,SP3,1,6,1448.8926338333508,1051.877839072132,372.79542318824065,0.7427032103807915,192
SP3_1,SP3,1,7,590.259995534464,487.5375883083959,193.39311436773846,0.6723594418886099,44
SP3_1,SP3,1,8,1380.708311880523,1066.3067520932002,354.35612802616396,0.7433519267052637,134
SP3_1,SP3,1,9,1137.1325261031632,879.2822895503452,249.52201212360956,0.7805691013177717,100
SP3_1,SP3,1,10,2663.9300992181657,1374.1019516509073,648.8829105666664,0.7564189425401566,384
SP3_1,SP3,1,11,514.1168727684236,317.11227388266974,23.465156084032955,0.9543583233172693,10
SP3_1,SP3,1,12,6761.410296146507,6479.082514241694,226.7184791153852,0.9664687588557379,68
