Unnamed: 0,selgroup,volseg,pixelRato2initalMask,sradius,numsel_allcluster,numsel_noisecluster,numsel_Currentcluster,shelldistance,vol_density_numsel_allcluster,vol_density_numsel_noisecluster,shell_density_numsel_allcluster,shell_density_numsel_noisecluster,sub_group_type,idd,vol_density_numsel_Currentcluster,shell_density_numsel_Currentcluster
1769,0.0,523520000.0,1.7884,250.0,17.0,0.0,17.0,308.44,53.94101974672851,0.0,14.3361488573946,0.0,SP2,4,53.94101974672851,14.3361488573946
1770,0.0,659480000.0,1.9315,270.0,18.0,1.0,17.0,334.14,45.339255513303854,2.5188475285168805,12.217781465918744,12.217781465918744,SP2,4,42.82040798478697,0.0
1771,0.0,817130000.0,2.0746,290.0,18.0,1.0,17.0,359.84,36.59189140762623,2.0328828559792353,0.0,0.0,SP2,4,34.559008551647,0.0
1772,0.0,998140000.0,2.2176,310.0,18.0,1.0,17.0,385.55,29.95605047980606,1.6642250266558924,0.0,0.0,SP2,4,28.29182545315017,0.0
1773,0.0,1204100000.0,2.3607,330.0,19.0,2.0,17.0,411.25,26.211661651042213,2.7591222790570757,8.06530184553463,8.06530184553463,SP2,4,23.452539371985143,0.0
1774,1.0,36101.0,0.038692,10.0,0.0,0.0,0.0,0.00073242,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1775,1.0,974520.0,0.11607,30.0,0.0,0.0,0.0,0.38745,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1776,1.0,4511500.0,0.19345,50.0,1.0,0.0,1.0,14.184,368.1989511484677,0.0,469.6462994154088,0.0,SP2,4,368.1989511484677,469.6462994154088
1777,1.0,12380000.0,0.27082,70.0,2.0,0.0,2.0,30.368,268.356957690842,0.0,211.11133864222046,0.0,SP2,4,268.356957690842,211.11133864222046
1778,1.0,26311000.0,0.3482,90.0,2.0,0.0,2.0,47.59,126.26882810279444,0.0,0.0,0.0,SP2,4,126.26882810279444,0.0
1779,1.0,48038000.0,0.42558,110.0,7.0,0.0,7.0,65.152,242.05643400524968,0.0,382.2731090593069,0.0,SP2,4,242.05643400524968,382.2731090593069
1780,1.0,79290000.0,0.50295,130.0,17.0,0.0,17.0,82.71,356.1508722134861,0.0,531.5274440376015,0.0,SP2,4,356.1508722134861,531.5274440376015
1781,1.0,121800000.0,0.58033,150.0,20.0,0.0,20.0,100.28,272.7634758795258,0.0,117.2286216024215,0.0,SP2,4,272.7634758795258,117.2286216024215
1782,1.0,177310000.0,0.65771,170.0,31.0,0.0,31.0,117.87,290.423645656171,0.0,329.1735768180406,0.0,SP2,4,290.423645656171,329.1735768180406
1783,1.0,247550000.0,0.7350800000000001,190.0,47.0,0.0,47.0,135.46,315.3831133144685,0.0,378.3894232588411,0.0,SP2,4,315.3831133144685,378.3894232588411
1784,1.0,334240000.0,0.8124600000000001,210.0,64.0,0.0,64.0,152.96,318.07172199259213,0.0,325.74925202223216,0.0,SP2,4,318.07172199259213,325.74925202223216
1785,1.0,439110000.0,0.88984,230.0,82.0,0.0,82.0,170.5,310.2016000198529,0.0,285.11807214564334,0.0,SP2,4,310.2016000198529,285.11807214564334
1786,1.0,563900000.0,0.96721,250.0,98.0,0.0,98.0,188.07,288.6871744536595,0.0,212.98239514144558,0.0,SP2,4,288.6871744536595,212.98239514144558
1787,1.0,710390000.0,1.0446,270.0,105.0,0.0,105.0,205.47,245.5251406286164,0.0,79.37679689223964,0.0,SP2,4,245.5251406286164,79.37679689223964
1788,1.0,880210000.0,1.122,290.0,104.0,0.0,104.0,222.9,196.2684757990212,0.0,-9.781707502687038,0.0,SP2,4,196.2684757990212,-9.781707502687038
1789,1.0,1075200000.0,1.1993,310.0,102.0,0.0,102.0,240.34,157.5848362600854,0.0,-17.038100088274394,0.0,SP2,4,157.5848362600854,-17.038100088274394
1790,1.0,1297000000.0,1.2767,330.0,101.0,0.0,101.0,257.76,129.35550221953548,0.0,-7.4893127507047454,0.0,SP2,4,129.35550221953548,-7.4893127507047454
1791,1.0,1547400000.0,1.3541,350.0,98.0,0.0,97.0,275.05,105.20272565233203,0.0,-19.901712077951025,0.0,SP2,4,104.12922845179804,-26.535616103934696
1792,1.0,1828100000.0,1.4315,370.0,95.0,0.0,92.0,292.28,86.32312727427366,0.0,-17.753433218093825,0.0,SP2,4,83.59713378140184,-29.58905536348971
1793,1.0,2140800000.0,1.5088,390.0,97.0,1.0,91.0,309.44,75.26605386131926,0.7759386996012296,10.624429600935802,5.312214800467901,SP2,4,70.61042166371189,-5.312214800467901
1794,1.0,2487400000.0,1.5862,410.0,98.0,1.0,90.0,326.55,65.4461275526327,0.6678176280880889,4.792641569839332,0.0,SP2,4,60.103586527928,-4.792641569839332
1795,1.0,2869500000.0,1.6636,430.0,103.0,1.0,88.0,343.66,59.625839175797225,0.5788916424834682,21.736843340831093,0.0,SP2,4,50.94246453854521,-8.694737336332437
1796,1.0,3288700000.0,1.7409999999999999,450.0,109.0,2.0,88.0,360.77,55.05613857256303,1.0102043774782208,23.7757094671705,3.962618244528417,SP2,4,44.44899260904171,0.0
1797,2.0,40488.0,0.058736,10.0,0.0,0.0,0.0,0.00061035,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1798,2.0,1093000.0,0.1762,30.0,1.0,0.0,1.0,21.541,1519.7891748456652,0.0,1578.2523791712704,0.0,SP2,4,1519.7891748456652,1578.2523791712704
1799,2.0,5059900.0,0.29366,50.0,1.0,0.0,1.0,45.916,328.2929639135778,0.0,0.0,0.0,SP2,4,328.2929639135778,0.0
1800,2.0,13884000.0,0.41112,70.0,2.0,0.0,2.0,70.355,239.28688679145958,0.0,188.24917760523024,0.0,SP2,4,239.28688679145958,188.24917760523024
1801,2.0,29510000.0,0.52858,90.0,7.0,0.0,7.0,94.758,394.0327677649673,0.0,531.5274440376015,0.0,SP2,4,394.0327677649673,531.5274440376015
1802,2.0,53875000.0,0.64604,110.0,9.0,0.0,9.0,119.18,277.4972828391056,0.0,136.3537507167094,0.0,SP2,4,277.4972828391056,136.3537507167094
1803,2.0,88928000.0,0.7635,130.0,13.0,0.0,13.0,143.64,242.83335266037759,0.0,189.55633675934297,0.0,SP2,4,242.83335266037759,189.55633675934297
1804,2.0,136620000.0,0.8809600000000001,150.0,18.0,0.0,18.0,168.01,218.85765060689224,0.0,174.15180408730106,0.0,SP2,4,218.85765060689224,174.15180408730106
1805,2.0,198860000.0,0.99842,170.0,23.0,0.0,23.0,192.42,192.1250129057889,0.0,133.44549872319348,0.0,SP2,4,192.1250129057889,133.44549872319348
1806,2.0,277640000.0,1.1159,190.0,27.0,0.0,27.0,216.84,161.54191881166417,0.0,84.34270465124713,0.0,SP2,4,161.54191881166417,84.34270465124713
1807,2.0,374880000.0,1.2333,210.0,27.0,0.0,27.0,241.28,119.63961358000007,0.0,0.0,0.0,SP2,4,119.63961358000007,0.0
1808,2.0,492490000.0,1.3508,230.0,29.0,0.0,29.0,265.7,97.81469161827258,0.0,28.24810080956232,0.0,SP2,4,97.81469161827258,28.24810080956232
1809,2.0,632450000.0,1.4683,250.0,29.0,0.0,29.0,290.09,76.1684836352013,0.0,0.0,0.0,SP2,4,76.1684836352013,0.0
1810,2.0,796770000.0,1.5857,270.0,31.0,0.0,29.0,314.48,64.62971323129094,0.0,20.218227459911297,0.0,SP2,4,60.46005431314313,0.0
1811,2.0,987260000.0,1.7032,290.0,33.0,1.0,29.0,338.88,55.524659914823154,1.682565451964338,17.440596021904692,8.720298010952346,SP2,4,48.7943981069658,0.0
1812,2.0,1205800000.0,1.8206,310.0,36.0,1.0,29.0,363.28,49.594181831006175,1.3776161619723937,22.80309647807695,0.0,SP2,4,39.95086869719942,0.0
1813,2.0,1454700000.0,1.9381,330.0,39.0,1.0,30.0,387.69,44.534304774968156,1.1419052506402092,20.021650077617267,0.0,SP2,4,34.257157519206274,6.673883359205754
1814,2.0,1735500000.0,2.0556,350.0,44.0,1.0,30.0,412.1,42.11449207529689,0.9571475471658384,29.578517950610966,0.0,SP2,4,28.714426414975147,0.0
1815,3.0,36730.0,0.038524,10.0,0.0,0.0,0.0,0.00044013,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1816,3.0,991510.0,0.11556,30.0,0.0,0.0,0.0,0.069882,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1817,3.0,4590100.0,0.19261,50.0,1.0,0.0,1.0,12.996,361.89398228934283,0.0,461.6056755858023,0.0,SP2,4,361.89398228934283,461.6056755858023
1818,3.0,12595000.0,0.26965,70.0,1.0,0.0,1.0,24.823,131.8880165229307,0.0,0.0,0.0,SP2,4,131.8880165229307,0.0
1819,3.0,26769000.0,0.34669,90.0,4.0,0.0,4.0,36.182,248.21690285125518,0.0,351.58661664448545,0.0,SP2,4,248.21690285125518,351.58661664448545
1820,3.0,48874000.0,0.42373,110.0,9.0,0.0,9.0,47.756,305.89201033180854,0.0,375.7361610735834,0.0,SP2,4,305.89201033180854,375.7361610735834
1821,3.0,80673000.0,0.5007699999999999,130.0,16.0,0.0,16.0,59.54,329.4543786607787,0.0,365.668951122494,0.0,SP2,4,329.4543786607787,365.668951122494
1822,3.0,123930000.0,0.57781,150.0,20.0,0.0,20.0,71.559,268.07545680728026,0.0,153.6056192622061,0.0,SP2,4,268.07545680728026,153.6056192622061
1823,3.0,180400000.0,0.65485,170.0,29.0,0.0,29.0,83.655,267.0330236977996,0.0,264.74528268030474,0.0,SP2,4,267.0330236977996,264.74528268030474
1824,3.0,251860000.0,0.7318899999999999,190.0,40.0,0.0,40.0,95.967,263.81792553105885,0.0,255.7014448526369,0.0,SP2,4,263.81792553105885,255.7014448526369
1825,3.0,340060000.0,0.80893,210.0,63.0,0.0,63.0,108.24,307.7432299908771,0.0,433.1743771705802,0.0,SP2,4,307.7432299908771,433.1743771705802
1826,3.0,446770000.0,0.88597,230.0,83.0,0.0,83.0,120.51,308.6011911113636,0.0,311.3353140486013,0.0,SP2,4,308.6011911113636,311.3353140486013
1827,3.0,573740000.0,0.96301,250.0,91.0,0.0,91.0,132.87,263.4691510051145,0.0,104.66280652792393,0.0,SP2,4,263.4691510051145,104.66280652792393
1828,3.0,722750000.0,1.0401,270.0,96.0,0.0,96.0,145.29,220.64121554923,0.0,55.73886209335992,0.0,SP2,4,220.64121554923,55.73886209335992
1829,3.0,895560000.0,1.1171,290.0,95.0,0.0,95.0,157.76,176.210760831323,0.0,-9.612462057209145,0.0,SP2,4,176.210760831323,-9.612462057209145
1830,3.0,1093900000.0,1.1941,310.0,94.0,0.0,94.0,170.25,142.74264503336076,0.0,-8.37516168249628,0.0,SP2,4,142.74264503336076,-8.37516168249628
1831,3.0,1319600000.0,1.2712,330.0,97.0,3.0,94.0,182.76,122.10485609753887,3.77643884837749,22.07970183570641,22.07970183570641,SP2,4,118.32841724916142,0.0
1832,3.0,1574300000.0,1.3482,350.0,96.0,4.0,92.0,195.29,101.29482216744327,4.2206175903101375,-6.521906431512807,6.521906431512807,SP2,4,97.07420457713316,-13.043812863025614
1833,3.0,1859900000.0,1.4253,370.0,92.0,4.0,88.0,207.84,82.16781561685077,3.572513722471772,-23.265120001488967,0.0,SP2,4,78.59530189437899,-23.265120001488967
1834,3.0,2178100000.0,1.5023,390.0,91.0,6.0,85.0,220.41,69.40121697703246,4.5759044160680755,-5.22039462007012,10.44078924014024,SP2,4,64.82531256096439,-15.66118386021036
1835,3.0,2530700000.0,1.5793,410.0,99.0,10.0,87.0,233.0,64.98274281523885,6.563913415680691,37.68870262294526,18.84435131147263,SP2,4,57.10604671642201,9.422175655736314
1836,3.0,2919400000.0,1.6564,430.0,104.0,12.0,87.0,245.6,59.17567825000222,6.8279628750002574,21.367758787063448,8.547103514825379,SP2,4,49.50273084375186,0.0
1837,3.0,3346000000.0,1.7334,450.0,109.0,13.0,88.0,258.21,54.11330631308668,6.453880569450705,19.469404220655324,3.893880844131065,SP2,4,43.687806931666316,3.893880844131065
1838,4.0,37328.0,0.064748,10.0,0.0,0.0,0.0,0.00024414,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1839,4.0,1007700.0,0.19423,30.0,0.0,0.0,0.0,12.645,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1840,4.0,4664900.0,0.32372,50.0,0.0,0.0,0.0,30.61,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1841,4.0,12801000.0,0.4532,70.0,1.0,0.0,1.0,49.633,129.765609570058,0.0,204.16779146105782,0.0,SP2,4,129.765609570058,204.16779146105782
1842,4.0,27205000.0,0.58268,90.0,2.0,0.0,2.0,69.098,122.11943158289377,0.0,115.3241855114074,0.0,SP2,4,122.11943158289377,115.3241855114074
1843,4.0,49671000.0,0.71217,110.0,7.0,0.0,7.0,88.67399999999998,234.0985077156527,0.0,369.6985596248358,0.0,SP2,4,234.0985077156527,369.6985596248358
1844,4.0,81989000.0,0.84165,130.0,12.0,0.0,12.0,108.43,243.12474621322065,0.0,256.99758154995857,0.0,SP2,4,243.12474621322065,256.99758154995857
1845,4.0,125950000.0,0.97113,150.0,17.0,0.0,17.0,128.19,224.20962808898216,0.0,188.93218626809133,0.0,SP2,4,224.20962808898216,188.93218626809133
1846,4.0,183340000.0,1.1006,170.0,18.0,0.0,18.0,147.97,163.0867908034996,0.0,28.94458212417341,0.0,SP2,4,163.0867908034996,28.94458212417341
1847,4.0,255960000.0,1.2301,190.0,18.0,0.0,18.0,167.81,116.81642532393194,0.0,0.0,0.0,SP2,4,116.81642532393194,0.0
1848,4.0,345590000.0,1.3596,210.0,19.0,0.0,19.0,187.67,91.32631671639784,0.0,18.533187192974587,0.0,SP2,4,91.32631671639784,18.533187192974587
1849,4.0,454040000.0,1.4891,230.0,20.0,0.0,20.0,207.5,73.17106722343019,0.0,15.31700846571058,0.0,SP2,4,73.17106722343019,15.31700846571058
1850,4.0,583080000.0,1.6186,250.0,20.0,0.0,20.0,227.33,56.97775839014586,0.0,0.0,0.0,SP2,4,56.97775839014586,0.0
1851,4.0,734520000.0,1.7480000000000002,270.0,21.0,0.0,21.0,247.15,47.491859895213956,0.0,10.968895721779663,0.0,SP2,4,47.491859895213956,10.968895721779663
1852,4.0,910150000.0,1.8775,290.0,21.0,0.0,21.0,266.99,38.32744155384559,0.0,0.0,0.0,SP2,4,38.32744155384559,0.0
1853,4.0,1111700000.0,2.0069999999999997,310.0,21.0,0.0,21.0,286.81,31.378718116607494,0.0,0.0,0.0,SP2,4,31.378718116607494,0.0
1854,4.0,1341100000.0,2.1365,330.0,21.0,0.0,21.0,306.62,26.01127502067897,0.0,0.0,0.0,SP2,4,26.01127502067897,0.0
1855,4.0,1600000000.0,2.266,350.0,21.0,0.0,21.0,326.45,21.80232558139535,0.0,0.0,0.0,SP2,4,21.80232558139535,0.0
1856,5.0,37257.0,0.049511,10.0,0.0,0.0,0.0,0.00073242,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1857,5.0,1005700.0,0.14852,30.0,0.0,0.0,0.0,13.16,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1858,5.0,4655900.0,0.24754,50.0,2.0,0.0,2.0,33.454,713.5589544905656,0.0,910.1581108467,0.0,SP2,4,713.5589544905656,910.1581108467
1859,5.0,12776000.0,0.34655,70.0,3.0,0.0,3.0,54.396,390.0586024044253,0.0,204.5700875735905,0.0,SP2,4,390.0586024044253,204.5700875735905
1860,5.0,27153000.0,0.44556,90.0,9.0,0.0,9.0,75.51100000000002,550.5898469029871,0.0,693.2445857020152,0.0,SP2,4,550.5898469029871,693.2445857020152
1861,5.0,49574000.0,0.54457,110.0,13.0,0.0,13.0,96.696,435.6050426711998,0.0,296.35244959748667,0.0,SP2,4,435.6050426711998,296.35244959748667
1862,5.0,81830000.0,0.64359,130.0,20.0,0.0,20.0,118.02,405.9952506675576,0.0,360.4881875230712,0.0,SP2,4,405.9952506675576,360.4881875230712
1863,5.0,125700000.0,0.7426,150.0,26.0,0.0,26.0,139.35,343.59084145397065,0.0,227.18890833457652,0.0,SP2,4,343.59084145397065,227.18890833457652
1864,5.0,182990000.0,0.8416100000000001,170.0,34.0,0.0,34.0,160.66,308.6420313438691,0.0,231.96084037092857,0.0,SP2,4,308.6420313438691,231.96084037092857
1865,5.0,255470000.0,0.94062,190.0,41.0,0.0,41.0,182.02,266.5922115800634,0.0,160.42918014271783,0.0,SP2,4,266.5922115800634,160.42918014271783
1866,5.0,344930000.0,1.0396,210.0,45.0,0.0,44.0,203.42,216.71304486354927,0.0,74.27362253996478,0.0,SP2,4,211.8971994221371,55.70521690497359
1867,5.0,453170000.0,1.1386,230.0,46.0,0.0,45.0,224.84,168.61654596043508,0.0,15.346725499873545,0.0,SP2,4,164.95096887433866,15.346725499873545
1868,5.0,581970000.0,1.2377,250.0,46.0,0.0,45.0,246.27,131.29879569890264,0.0,0.0,0.0,SP2,4,128.4444740532743,0.0
1869,5.0,733110000.0,1.3367,270.0,48.0,0.0,45.0,267.72,108.76160367353191,0.0,21.98133608715512,0.0,SP2,4,101.96400344393616,0.0
1870,5.0,908390000.0,1.4357,290.0,52.0,0.0,48.0,289.16,95.08992562834051,0.0,37.908023005621,0.0,SP2,4,87.77531596462202,28.43101725421575
1871,5.0,1109600000.0,1.5347,310.0,52.0,0.0,48.0,310.55,77.84673534744793,0.0,0.0,0.0,SP2,4,71.8585249361058,0.0
1872,5.0,1338500000.0,1.6337,330.0,52.0,1.0,48.0,331.94,64.53398396826914,1.2410381532359451,0.0,7.257009908721329,SP2,4,59.569831355325356,0.0
1873,5.0,1596900000.0,1.7327,350.0,54.0,2.0,49.0,353.34,56.17195608850953,2.080442818092945,12.857040000822849,6.4285200004114245,SP2,4,50.970849043277155,6.4285200004114245
1874,5.0,1886600000.0,1.8317,370.0,55.0,2.0,49.0,374.74,48.42686645067697,1.7609769618427988,5.733964681071152,0.0,SP2,4,43.14393556514858,0.0
1875,5.0,2209400000.0,1.9307,390.0,58.0,4.0,49.0,396.15,43.60709466378479,3.0073858388817096,15.438007138534504,10.292004759023,SP2,4,36.84047652630093,0.0
1876,6.0,39084.0,0.041856,10.0,0.0,0.0,0.0,0.00024414,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1877,6.0,1055100.0,0.12555999999999998,30.0,0.0,0.0,0.0,9.8466,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1878,6.0,4884300.0,0.20927,50.0,0.0,0.0,0.0,25.773000000000003,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1879,6.0,13403000.0,0.29297,70.0,1.0,0.0,1.0,42.855,123.93714602001884,0.0,194.99801238525976,0.0,SP2,4,123.93714602001884,194.99801238525976
1880,6.0,28485000.0,0.37667,90.0,2.0,0.0,2.0,60.29,116.63188120809635,0.0,110.13987323341148,0.0,SP2,4,116.63188120809635,110.13987323341148
1881,6.0,52007000.0,0.46038,110.0,5.0,0.0,5.0,77.90899999999998,159.7024985200369,0.0,211.86075607171745,0.0,SP2,4,159.7024985200369,211.86075607171745
1882,6.0,85844000.0,0.54408,130.0,10.0,0.0,10.0,95.5,193.50561112090682,0.0,245.46052665814233,0.0,SP2,4,193.50561112090682,245.46052665814233
1883,6.0,131870000.0,0.62779,150.0,18.0,0.0,18.0,113.17,226.74097388271497,0.0,288.72890420307004,0.0,SP2,4,226.74097388271497,288.72890420307004
1884,6.0,191970000.0,0.71149,170.0,34.0,0.0,34.0,130.88,294.20433044545825,0.0,442.23083343928437,0.0,SP2,4,294.20433044545825,442.23083343928437
1885,6.0,268000000.0,0.7952,190.0,45.0,0.0,45.0,148.63,278.92100957008967,0.0,240.3317802074107,0.0,SP2,4,278.92100957008967,240.3317802074107
1886,6.0,361860000.0,0.8789,210.0,61.0,0.0,61.0,166.39,280.022394446706,0.0,283.1671967792563,0.0,SP2,4,280.022394446706,283.1671967792563
1887,6.0,475410000.0,0.96261,230.0,78.0,0.0,78.0,184.17,272.53971585009225,0.0,248.69399082172882,0.0,SP2,4,272.53971585009225,248.69399082172882
1888,6.0,610510000.0,1.0463,250.0,83.0,0.0,83.0,201.97,225.83373597946618,0.0,61.47777824227654,0.0,SP2,4,225.83373597946618,61.47777824227654
1889,6.0,769070000.0,1.13,270.0,86.0,0.0,86.0,219.76,185.7531081138815,0.0,31.42904076891358,0.0,SP2,4,185.7531081138815,31.42904076891358
1890,6.0,952930000.0,1.2137,290.0,87.0,0.0,87.0,237.54,151.65675592671982,0.0,9.034752355630982,0.0,SP2,4,151.65675592671982,9.034752355630982
1891,6.0,1164000000.0,1.2974,310.0,87.0,0.0,87.0,255.32,124.15659143062643,0.0,0.0,0.0,SP2,4,124.15659143062643,0.0
1892,6.0,1404100000.0,1.3811,330.0,87.0,0.0,87.0,273.11,102.92591156274422,0.0,0.0,0.0,SP2,4,102.92591156274422,0.0
1893,6.0,1675200000.0,1.4648,350.0,89.0,0.0,87.0,290.91,88.25246630937309,0.0,12.25473676212698,0.0,SP2,4,86.26926481927481,0.0
1894,6.0,1979100000.0,1.5485,370.0,90.0,0.0,87.0,308.71,75.5402259257077,0.0,5.4660400398365,0.0,SP2,4,73.02221839485077,0.0
1895,6.0,2317700000.0,1.6322,390.0,100.0,1.0,85.0,326.51,71.6714660269367,0.7167146602693671,49.05875865641797,4.9058758656417965,SP2,4,60.92074612289621,-9.811751731283591
1896,6.0,2692900000.0,1.7159,410.0,107.0,3.0,85.0,344.31,66.00351434786863,1.8505658228374384,30.99122328556553,8.854635224447293,SP2,4,52.43269831372741,0.0
1897,6.0,3106600000.0,1.7997,430.0,113.0,5.0,83.0,362.11,60.42221116204639,2.6735491664622293,24.09179939240482,8.030599797468273,SP2,4,44.38091616327301,-8.030599797468273
1898,7.0,34414.0,0.063046,10.0,0.0,0.0,0.0,0.00044013,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1899,7.0,928990.0,0.18913,30.0,0.0,0.0,0.0,15.784,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1900,7.0,4300700.0,0.31521,50.0,3.0,0.0,3.0,41.822,1158.7389737296107,0.0,1478.0003927736773,0.0,SP2,4,1158.7389737296107,1478.0003927736773
1901,7.0,11801000.0,0.44129,70.0,4.0,0.0,4.0,68.59100000000001,563.0470529976484,0.0,221.47508341083855,0.0,SP2,4,563.0470529976484,221.47508341083855
1902,7.0,25081000.0,0.5673699999999999,90.0,8.0,0.0,8.0,95.674,529.8447647562098,0.0,500.340231357323,0.0,SP2,4,529.8447647562098,500.340231357323
1903,7.0,45792000.0,0.69345,110.0,11.0,0.0,11.0,122.71,399.0309497110726,0.0,240.61555233059426,0.0,SP2,4,399.0309497110726,240.61555233059426
1904,7.0,75586000.0,0.81953,130.0,16.0,0.0,16.0,149.81,351.62692945388034,0.0,278.76914279826684,0.0,SP2,4,351.62692945388034,278.76914279826684
1905,7.0,116110000.0,0.94561,150.0,18.0,0.0,18.0,176.95,257.51728727856016,0.0,81.98250755632773,0.0,SP2,4,257.51728727856016,81.98250755632773
1906,7.0,169030000.0,1.0717,170.0,19.0,0.0,19.0,204.07,186.72106604756516,0.0,31.389447621056547,0.0,SP2,4,186.72106604756516,31.389447621056547
1907,7.0,235970000.0,1.1978,190.0,21.0,0.0,21.0,231.21,147.83116892076347,0.0,49.630402393376535,0.0,SP2,4,147.83116892076347,49.630402393376535
1908,7.0,318610000.0,1.3239,210.0,22.0,0.0,22.0,258.35,114.70088979736627,0.0,20.100793418517814,0.0,SP2,4,114.70088979736627,20.100793418517814
1909,7.0,418590000.0,1.4499,230.0,22.0,0.0,22.0,285.51,87.30464296409106,0.0,0.0,0.0,SP2,4,87.30464296409106,0.0
1910,7.0,537570000.0,1.5759999999999998,250.0,23.0,0.0,23.0,312.67,71.07163730573727,0.0,13.96141845777704,0.0,SP2,4,71.07163730573727,13.96141845777704
1911,7.0,677180000.0,1.7021,270.0,24.0,0.0,23.0,339.84,58.87224908377609,0.0,11.898356622779975,0.0,SP2,4,56.41923870528542,0.0
1912,7.0,839070000.0,1.8282,290.0,24.0,0.0,23.0,367.01,47.513448978692466,0.0,0.0,0.0,SP2,4,45.53372193791362,0.0
1913,7.0,1024900000.0,1.9543,310.0,24.0,0.0,23.0,394.18,38.89853608600985,0.0,0.0,0.0,SP2,4,37.27776374909278,0.0
1914,7.0,1236400000.0,2.0803,330.0,25.0,0.0,24.0,421.36,33.58802911894031,0.0,7.854040511140956,0.0,SP2,4,32.24450795418271,7.854040511140956
1915,7.0,1475100000.0,2.2064,350.0,25.0,0.0,24.0,448.53,28.15282977605437,0.0,0.0,0.0,SP2,4,27.0267165850122,0.0
1916,8.0,41388.0,0.067844,10.0,0.0,0.0,0.0,0.0005593999999999999,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1917,8.0,1117200.0,0.20352,30.0,0.0,0.0,0.0,20.358,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1918,8.0,5172100.0,0.33919,50.0,0.0,0.0,0.0,44.862,0.0,0.0,0.0,0.0,SP2,4,0.0,0.0
1919,8.0,14192000.0,0.47487,70.0,2.0,0.0,2.0,69.923,234.0937948289617,0.0,368.32549542817816,0.0,SP2,4,234.0937948289617,368.32549542817816
1920,8.0,30163000.0,0.61054,90.0,4.0,0.0,4.0,95.228,220.28704944552098,0.0,208.01822905344844,0.0,SP2,4,220.28704944552098,208.01822905344844
1921,8.0,55070000.0,0.74621,110.0,10.0,0.0,10.0,120.65,301.6396528248252,0.0,400.15969039377984,0.0,SP2,4,301.6396528248252,400.15969039377984
1922,8.0,90900000.0,0.88189,130.0,15.0,0.0,15.0,146.01,274.1137901165532,0.0,231.80708458084183,0.0,SP2,4,274.1137901165532,231.80708458084183
1923,8.0,139640000.0,1.0176,150.0,17.0,0.0,17.0,171.37,202.22860683047344,0.0,68.16288748897466,0.0,SP2,4,202.22860683047344,68.16288748897466
1924,8.0,203280000.0,1.1532,170.0,17.0,0.0,17.0,196.75,138.91776199236182,0.0,0.0,0.0,SP2,4,138.91776199236182,0.0
1925,8.0,283790000.0,1.2889,190.0,18.0,0.0,18.0,222.16,105.36076756021572,0.0,20.632586860095792,0.0,SP2,4,105.36076756021572,20.632586860095792
1926,8.0,383180000.0,1.4246,210.0,18.0,0.0,18.0,247.58,78.03207950809964,0.0,0.0,0.0,SP2,4,78.03207950809964,0.0
1927,8.0,503410000.0,1.5603,230.0,19.0,0.0,19.0,273.0,62.69534135996491,0.0,13.816265225869687,0.0,SP2,4,62.69534135996491,13.816265225869687
1928,8.0,646490000.0,1.6959,250.0,20.0,1.0,19.0,298.44,51.38918059386262,2.5694590296931312,11.60979569545927,11.60979569545927,SP2,4,48.81972156416949,0.0
1929,8.0,814390000.0,1.8316,270.0,20.0,1.0,19.0,323.88,40.794449050364385,2.0397224525182187,0.0,0.0,SP2,4,38.75472659784616,0.0
1930,8.0,1009100000.0,1.9673,290.0,22.0,3.0,19.0,349.33,36.21529134708044,4.938448820056423,17.06260149048649,17.06260149048649,SP2,4,31.276842527024016,0.0
1931,8.0,1232600000.0,2.103,310.0,22.0,3.0,19.0,374.77,29.648588754128564,4.042989375562986,0.0,0.0,SP2,4,25.60559937856558,0.0
1932,8.0,1486900000.0,2.2386,330.0,22.0,3.0,19.0,400.23,24.577880488492077,3.3515291575216466,0.0,0.0,SP2,4,21.22635133097043,0.0
1933,9.0,41773.0,0.07031799999999999,10.0,1.0,0.0,1.0,0.0012023,39765.62775252705,0.0,0.0,0.0,SP2,4,39765.62775252705,0.0
1934,9.0,1127600.0,0.21094,30.0,1.0,0.0,1.0,24.18,1473.1549912258886,0.0,0.0,0.0,SP2,4,1473.1549912258886,0.0
1935,9.0,5220500.0,0.35156,50.0,1.0,0.0,1.0,51.027,318.19357688081834,0.0,0.0,0.0,SP2,4,318.19357688081834,0.0
